"NUTS3","Live_in","Sex","Age","Edu","Children","Garden_size","Pond","G_experience","Garden_type","Garea_Vege","Garea_Herb","Garea_Frui","Garea_Grap","Garea_Orna","Garea_Egree","Garea_Lawn","Garea_Undis","Habi_Beau","Habi_Cons","Habi_Mone","Habi_Produ","Moti_Pastime","Knowledge_Plant","Knowledge_Bird","Knowledge_Insect","Mowing","Unmowpatch","Plat_Oplants","Get_Seeds_Plants","Fertiliser","Herbic","Growing","Pesticide","Observing_polli","Support_Polli","Polli_Friendly","Biodiw_Network","NOMowMay","Information","ID"
"HU120","Town","Female","Over 55","Middle",0,"Medium",0,"Long ago","House garden",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,"Often",1,1,"I collect the seeds from my garden;Supermarkets;Webshops;I get them from friends","I use animal manure;I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners","ID_1093"
"HU312","Countryside","Female","Over 55","High",1,"Medium",1,"Newly","Flower garden",1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;TV, radio;Other","ID_1094"
"HU120","Town","Female","Under 36","Middle",0,"Small",1,"Newly","House garden",1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,"Often",1,1,"Markets or producers/growers;Supermarkets","I do not fertilize",0,"Only for own use","No","Butterflies;Wasps;Ants;Other flies;Beetles","I do not support them actively",0,"No","Did not heard about it","Internet;Consulting with other garden owners;TV, radio","ID_1095"
"HU120","City","Female","Under 36","Middle",0,"Small",0,"Middle","Kitchen garden",1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,"Often",1,0,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets","I do not fertilize",0,"Only for own use","No","Butterflies;Bumblebees;Other wild bees;Wasps;Ants","Creating/preserving natural habitats",1,"Yes","Did not heard about it","Internet;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_1096"
"HU221","Town","Female","36-55","High",1,"Medium",0,"Long ago","Flower garden",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets","I use animal manure;I use compost",0,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating artificial habitats",0,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Consulting with professional gardeners/agronomists","ID_1097"
"HU120","Town","Female","Under 36","High",0,"Medium",0,"Newly","House garden",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,"Often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;I get them from friends","I use animal manure",0,"Only for own use","Conventional pesticides/synthetic pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;TV, radio","ID_1098"
"HU222","Countryside","Female","Under 36","Middle",0,"Large",0,"Newly","Kitchen garden",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Webshops;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Maybe","Jointed","Gardening journals/magazines, books;Social media platforms;Other","ID_1099"
"HU120","City","Female","36-55","High",1,"Small",0,"Newly","Kitchen garden",1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Webshops","I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms","ID_1100"
"HU311","Town","Female","36-55","High",1,"Large",1,"Newly","Orchard",1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,"Often",1,1,"I collect the seeds from my garden;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Water sources",1,"Yes","Jointed","Internet;Social media platforms;Self-training groups;Other","ID_1101"
"HU120","Countryside","Male","Over 55","Middle",0,"Large",0,"Middle","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Ants;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with professional gardeners/agronomists;TV, radio","ID_1102"
"HU120","Countryside","Male","36-55","Middle",1,"Small",0,"Newly","House garden",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,"Often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Honeybees;Wasps;Other flies;Beetles","I do not support them actively",1,"Maybe","Did not heard about it","Internet;Social media platforms","ID_1103"
"HU223","Countryside","Female","Over 55","High",0,"Medium",0,"Long ago","House garden",1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,"Often",0,1,"I collect the seeds from my garden;Supermarkets","I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides;Self-made pesticides, home practices","Bumblebees;Honeybees;Wasps;Ants;Beetles","I do not support them actively",1,"Maybe","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners","ID_1104"
"HU213","Countryside","Female","Under 36","High",0,"Small",0,"Newly","Kitchen garden",1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,"Rarely",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_1105"
"HU232","Town","Female","36-55","High",0,"Large",0,"Long ago","House garden",1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops","I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms","ID_1106"
"HU312","Countryside","Male","36-55","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,"Often",1,1,"I collect the seeds from my garden;Supermarkets","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Consulting with professional gardeners/agronomists","ID_1107"
"HU313","Countryside","Female","36-55","Middle",0,"Medium",0,"Long ago","Flower garden",1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,"Very often",0,1,"I collect the seeds from my garden;Supermarkets;Webshops","I do not fertilize",0,"I do not grown plants for consumption and/or sale","No","Butterflies;Honeybees;Wasps;Ants;Other flies;Beetles","I do not support them actively",1,"Maybe","Did not heard about it","Internet;Social media platforms","ID_1108"
"HU323","Town","Male","Over 55","High",0,"Medium",0,"Long ago","House garden",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,"Often",0,1,"Supermarkets","I use animal manure",0,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","I do not support them actively",0,"Yes","Did not heard about it","Internet;Social media platforms","ID_1109"
"HU211","Countryside","Male","36-55","High",1,"Large",1,"Long ago","House garden",1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,"Rarely",1,0,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;I get them from friends;I get them from people who I do not know","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio;Other","ID_1110"
"HU333","City","Female","36-55","High",1,"Medium",0,"Newly","Kitchen garden",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,"Often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets","I use animal manure",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Beetles","I do not support them actively",1,"Yes","Did not joint","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners","ID_1111"
"HU331","Town","Female","36-55","High",0,"Medium",0,"Middle","Kitchen garden",1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,"Never",1,1,"I collect the seeds from my garden;Webshops","I use animal manure",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"No","Jointed","Internet;Social media platforms","ID_1112"
"HU120","Countryside","Female","36-55","High",1,"Large",0,"Long ago","House garden",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_1113"
"HU323","Countryside","Male","36-55","High",0,"Large",0,"Long ago","Kitchen garden",1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,"Rarely",1,1,"I collect the seeds from my garden;Seed exchange;Supermarkets;I get them from friends","I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_1114"
"HU221","Countryside","Male","Under 36","High",1,"Large",0,"Newly","House garden",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Very often",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Maybe","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners","ID_1115"
"HU211","Countryside","Male","Over 55","High",0,"Large",0,"Long ago","House garden",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres","I use animal manure;I use compost",0,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners","ID_1116"
"HU211","Countryside","Female","36-55","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops;I get them from friends;I get them from people who I do not know","I use animal manure;I use compost",0,"Both for own use and sale","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_1117"
"HU231","Countryside","Female","36-55","High",1,"Medium",1,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,"Very often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Webshops","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Maybe","Did not heard about it","Internet;Social media platforms;Consulting with professional gardeners/agronomists;TV, radio","ID_1118"
"HU211","Countryside","Male","36-55","High",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,"Never",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;Supermarkets;Webshops;I get them from friends","I use animal manure;I use compost",0,"Both for own use and sale","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners","ID_1119"
"HU120","Town","Female","36-55","Middle",1,"Large",0,"Middle","Kitchen garden",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Webshops;I get them from people who I do not know","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners","ID_1120"
"HU221","Countryside","Female","36-55","High",1,"Large",0,"Middle","House garden",1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,"Very often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres","I use animal manure",1,"Both for own use and sale","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","Providing food sources",1,"Maybe","Did not heard about it","Internet;Social media platforms","ID_1121"
"HU313","Countryside","Female","Over 55","High",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,"Often",0,1,"I collect the seeds from my garden;Markets or producers/growers;Webshops;I get them from friends","I use animal manure",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources;Water sources",1,"Yes","Did not joint","Internet;Social media platforms;Consulting with other garden owners","ID_1123"
"HU233","Countryside","Female","36-55","High",1,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Collecting in nature in my country;Webshops;I get them from friends","I use animal manure",0,"Both for own use and sale","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Self-training groups;Consulting with other garden owners","ID_1124"
"HU331","Countryside","Male","36-55","High",1,"Large",0,"Long ago","CG and other",1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,"Rarely",1,1,"Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;I get them from friends","I use animal manure",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Consulting with professional gardeners/agronomists","ID_1125"
"HU311","Town","Female","Over 55","Middle",1,"Small",0,"Long ago","Kitchen garden",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,"Very often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;I get them from friends;I get them from people who I do not know","I use animal manure;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_1126"
"HU223","Countryside","Male","Under 36","High",1,"Medium",0,"Newly","House garden",1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,"Rarely",0,0,"Markets or producers/growers;I get them from friends","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating artificial habitats;Providing food sources",1,"Maybe","Did not heard about it","Internet;Self-training groups;Other","ID_1127"
"HU311","City","Female","Over 55","High",0,"Large",1,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"Never",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use animal manure;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_1128"
"HU223","Countryside","Male","Over 55","Middle",1,"Large",1,"Long ago","Orchard",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Rarely",1,1,"I collect the seeds from my garden;Seed exchange;Markets or producers/growers;Collecting in nature in my country;I get them from friends","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Maybe","Did not heard about it","Internet;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_1129"
"HU311","City","Female","Over 55","High",0,"Medium",0,"Long ago","Kitchen garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres","I do not fertilize",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Maybe","Did not heard about it","Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_1130"
"HU120","Town","Male","36-55","High",0,"Large",0,"Long ago","Orchard",0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,"Rarely",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms","ID_1131"
"HU223","Countryside","Male","Over 55","High",1,"Medium",0,"Long ago","Orchard",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Markets or producers/growers;Collecting in nature in my country;I get them from friends","I use compost",0,"Both for own use and sale","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio;Other","ID_1132"
"HU223","Countryside","Male","36-55","High",1,"Small",0,"Newly","House garden",1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,"Often",1,0,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Webshops;I get them from friends","I use animal manure",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats",1,"Yes","Did not heard about it","Internet;Social media platforms;Other","ID_1133"
"HU223","Countryside","Female","Under 36","High",1,"Medium",0,"Newly","Kitchen garden",1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,"Rarely",1,1,"I collect the seeds from my garden;Markets or producers/growers;Webshops","I use animal manure;I use compost",0,"Both for own use and sale","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_1134"
"HU311","City","Female","Over 55","High",0,"Small",0,"Newly","House garden",1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,"Often",1,0,"Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use compost",0,"Only for own use","No","Bumblebees;Honeybees;Other wild bees;Ants;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Maybe","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;TV, radio","ID_1135"
"HU221","Town","Male","36-55","High",1,"Large",1,"Long ago","Orchard",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops;I get them from friends","I use synthetic fertilizer;I use animal manure;I use compost",0,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners","ID_1136"
"HU221","Town","Male","Over 55","High",0,"Large",0,"Long ago","Kitchen garden",1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,"Often",1,1,"I collect the seeds from my garden;Webshops","I use compost",1,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources",1,"Maybe","Did not heard about it","Gardening journals/magazines, books;Internet","ID_1137"
"HU311","Countryside","Female","Over 55","Middle",0,"Large",0,"Long ago","Kitchen garden",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Markets or producers/growers;I get them from friends","I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"No","Did not joint","Internet;Self-training groups;TV, radio;Other","ID_1138"
"HU223","Countryside","Male","36-55","High",1,"Medium",0,"Long ago","Kitchen garden",1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,"Very often",0,1,"I collect the seeds from my garden;Supermarkets","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources;I do not support them actively",1,"Yes","Did not heard about it","Internet;Self-training groups;Consulting with other garden owners;Other","ID_1139"
"HU223","Countryside","Female","Over 55","High",0,"Large",0,"Long ago","Kitchen garden",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Collecting in nature abroad;Supermarkets;Webshops;I get them from friends","I use animal manure",0,"Both for own use and sale","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Honeybees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms;TV, radio","ID_1140"
"HU311","City","Female","Over 55","Middle",1,"Small",0,"Long ago","CG and other",1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,"Never",0,1,"I collect the seeds from my garden;Seed exchange","I use compost",0,"Only for own use","No","Butterflies;Other wild bees;Wasps;Ants;Other flies;Beetles","Providing food sources",1,"Maybe","Jointed","Internet;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_1141"
"HU313","Countryside","Female","36-55","High",1,"Large",1,"Middle","House garden",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with professional gardeners/agronomists","ID_1142"
